id,url,title,headlines,objective_summary,level,image,instructors,publish_date,last_update_date
2828518,https://udemy.com/course/python-programming-for-machine-learning-data-analytics/,"Python programming for Machine Learning , Data Analytics",Learn to create Machine Learning Algorithms in Python # Introduction to Data Science and Machine Learning [Step by Step],"['Data Science & Machine Learning with Python', 'Data analytics', 'Understanding Data With Statistics & Data Pre-processing']",All Levels,https://img-a.udemycdn.com/course/480x270/2828518_22d1.jpg,['Achala Chathuranga Aponso'],2020-04-18,2020-06-27
1866856,https://udemy.com/course/keras-deep-learning-python/,Keras Deep Learning Python Crash Course: Learn Keras Today!,Easy to follow introduction to Deep Learning™ & Keras. Learn to solve problems and compile models step-by-step today.,"['Learn what Deep Learning is', 'Learn to use Keras in to solve complex deep learning problems fast', 'Better your chances for an IT job with practical Deep Learning skills']",Beginner Level,https://img-a.udemycdn.com/course/480x270/1866856_d189.jpg,"['Ivan Westen', 'Md. Mushahidul Islam Shamim']",2018-08-21,2018-08-20
1686946,https://udemy.com/course/use-machine-learning-to-make-apps-and-ai-to-detect-fraud/,Use Machine Learning to Make Apps and AI to Detect Fraud,"Build 5 massive projects! ​​Build neuron functions, convolutional layers and Android apps with Python and TensorFlow","['Make a Credit Card Fraud Detection Model in Python. Learn how to keep your data safe!', 'Learn TensorFlow and how to build models of linear regression', 'Learn how to code in Python, a popular coding language used for websites like YouTube and Instagram.']",All Levels,https://img-a.udemycdn.com/course/480x270/1686946_fae3.jpg,"['Mammoth Interactive', 'John Bura']",2018-05-20,2018-05-20
1702982,https://udemy.com/course/complete-virtual-reality-artificial-intelligence-in-unity/,Mobile VR Virtual Reality & Artificial Intelligence in Unity,"Learn to make mini games in this epic course, including Google Cardboard mobile VR and A Star algorithms for Unity.","['Learn to code for game development in Unity C#', 'Make a game that uses artificial intelligence in Unity 2017', 'Use a path-finding algorithm']",All Levels,https://img-a.udemycdn.com/course/480x270/1702982_7c8b.jpg,"['Mammoth Interactive', 'John Bura']",2018-05-29,2018-05-29
2937970,https://udemy.com/course/neural-networks-in-python-a-guide-for-beginners/,Neural Networks in Python from Scratch: Complete guide,Learn the fundamentals of Deep Learning of neural networks in Python both in theory and practice!,"['Learn step by step all the mathematical calculations involving artificial neural networks', 'Implement neural networks in Python and Numpy from scratch', 'Understand concepts like perceptron, activation functions, backpropagation, gradient descent, learning rate, and others']",Beginner Level,https://img-a.udemycdn.com/course/480x270/2937970_026a.jpg,"['Jones Granatyr', 'Kirill Eremenko', 'Hadelin de Ponteves', 'SuperDataScience Team']",2020-06-17,2020-06-28
2856600,https://udemy.com/course/applied-machine-learning-without-coding-using-orange-3/,Applied Machine Learning without coding using Orange 3,A simple approach to data science,"['Learn the basics of machine learning without any coding!', 'Will use Orange 3 to learn about a variety of problems and ways you can solve them using the tools provided in the software.', 'By the end of the course you will have a solid understanding of the most used machine learning algorithms for regression, forecasting and classification and how to prototype solutions in Orange 3']",Intermediate Level,https://img-a.udemycdn.com/course/480x270/2856600_fda6.jpg,['Yannis Faitakis'],2020-03-10,2020-07-03
3215305,https://udemy.com/course/linear-regression-and-logistic-regression-r-studio-starttech/,Linear Regression and Logistic Regression using R Studio,Linear Regression and Logistic Regression for beginners. Understand the difference between Regression & Classification,"['Learn how to solve real life problem using the Linear and Logistic Regression technique', 'Preliminary analysis of data using Univariate and Bivariate analysis before running regression analysis', 'Graphically representing data in R before and after analysis']",Beginner Level,https://img-a.udemycdn.com/course/480x270/3215305_e355_2.jpg,['Start-Tech Academy'],2020-06-14,2020-06-21
1999512,https://udemy.com/course/introduction-to-python-for-data-science-2019/,Introduction to Python for Data Science 2019,"Applying Python Variables, Lists, NumPy, Pandas & Matplotlib to Data Science on Jupyter Notebook","['Python Variables', 'Python Lists', 'NumPy Arrays']",Beginner Level,https://img-a.udemycdn.com/course/480x270/1999512_cd37_3.jpg,['Nolita Analytics'],2019-03-14,2019-10-17
1831938,https://udemy.com/course/data-science-complete-guide-course/,Data Science – The Complete Guide (incl. Python & R),Learn how to develop and deploy your data science projects with the most popular end-to-end platform - Anaconda.,"['Understanding the Key Concepts', 'Learn and Understand Python Pandas', 'Learn and Understand Bokeh']",All Levels,https://img-a.udemycdn.com/course/480x270/1831938_bb5b_2.jpg,"['Thinkahead Academy, LLC.']",2018-08-01,2019-12-03
1526546,https://udemy.com/course/pythonnumpy/,Crack Pandas and NumPy: Python Data Science Made Easy,Take this essential course on programming in the Internet’s most popular programming language! Beginner friendly.,"['Code in the Python 3.5 programming language', 'Create and manipulate dataframes with pandas', 'Create NumPy arrays']",Beginner Level,https://img-a.udemycdn.com/course/480x270/1526546_890f.jpg,"['Mammoth Interactive', 'John Bura']",2018-02-28,2018-04-24
2788882,https://udemy.com/course/spatial-data-visualization-and-machine-learning-in-python/,Spatial Data Visualization and Machine Learning in Python,Building an Analytics Dashboard to Analyze and Predict Quakes using Bokeh and Python,"['Data Visualization', 'Data Analysis', 'Data Transformation and Manipulation']",All Levels,https://img-a.udemycdn.com/course/480x270/2788882_793c_2.jpg,['EBISYS R&D'],2020-02-01,2020-06-29
1768916,https://udemy.com/course/datamodelling/,Master Data Recognition & Prediction in Python & TensorFlow,"Do you want analyze data? Model image & text datasets, predict the stock market & more with coding projects.","['Building Apps in Android Studio', 'Overview of Python Programming', 'Building a Simple Stock Market Prediction App']",All Levels,https://img-a.udemycdn.com/course/480x270/1768916_8f26.jpg,"['Mammoth Interactive', 'John Bura']",2018-07-10,2018-06-27
1513616,https://udemy.com/course/testing-statistical-hypotheses-in-data-science-with-python-3/,Testing Statistical Hypotheses in Data science with Python 3,Parametric and nonparametric hypotheses testing using Python 3 advanced statistical libraries with real world data,"['Be able to confidently compute test statistical hypotheses using Python 3', 'Be able to interpret your tests results and draw conclusions from the data', 'Leverage Python as a Data scientist tool to solve hypotheses testing problems']",Intermediate Level,https://img-a.udemycdn.com/course/480x270/1513616_37f4_3.jpg,['Luc Zio'],2018-11-27,2020-01-04
2671872,https://udemy.com/course/fundamentals-of-image-processing-using-python-and-opencv/,Fundamentals of image processing using Python and opencv,"learn image operations such as rotation, cropping, masking, flipping using python and opencv",['Process images using python and opencv'],Beginner Level,https://img-a.udemycdn.com/course/480x270/2671872_1b58_4.jpg,['Evergreen Technologies'],2019-11-29,2019-12-22
2927256,https://udemy.com/course/spark-scala-coding-best-practices-data-pipeline/,"Spark Scala Coding Framework , Best Practices & Unit Testing","Spark Scala Framework, Hive, IntelliJ, Maven, Winutil, Postgres,Logging, Exception Handling, log4j, ScalaTest JUnit Test","['Spark Scala industry standard coding practices - Logging, Exception Handling, Reading from Configuration File', 'Unit Testing Spark Scala using JUnit , ScalaTest, FlatSpec & Assertion', 'Building a data pipeline using Hive, Spark and PostgreSQL']",All Levels,https://img-a.udemycdn.com/course/480x270/2927256_a2b8_7.jpg,['FutureX Skill'],2020-04-28,2020-05-23
3174934,https://udemy.com/course/nlp-with-bert-in-python/,NLP: Natural Language Processing ML Model Deployment at AWS,"Build & Deploy BERT, DistilBERT, FastText NLP Models in Production with Flask, uWSGI, and NGINX at AWS EC2.","['Complete End to End NLP Application', 'How to work with BERT in Google Colab', 'How to use BERT with Keras, ktrain, and TensorFlow 2']",All Levels,https://img-a.udemycdn.com/course/480x270/3174934_b2df_3.jpg,['Laxmi Kant | KGP Talkie'],2020-06-16,2020-07-05
2607504,https://udemy.com/course/deep-learning-neural-nets-with-math-derivations-part-1/,Deep Learning & Neural Nets  Mathematical Derivations-Part-1,Learn Both Concepts & Complex Math Derivations For Neural Networks !,"['Step By Step Conceptual Introduction For Neural Networks And Deep Learning [Even If You Are A Beginner]', 'Understanding The Basic Perceptron[Neuron] Conceptually, Graphically, And Mathematically - Perceptron Convergence Theorem Proof', 'Mathematical Derivations For Deep Learning Modules']",All Levels,https://img-a.udemycdn.com/course/480x270/2607504_3f85_3.jpg,['Ahmed Fathy Hagar'],2019-10-22,2020-01-10
1554142,https://udemy.com/course/learning-path-python-advanced-machine-learning-with-python/,LEARNING PATH: Python: Advanced Machine Learning with Python,Learn the most effective machine learning tools and techniques with Python,"['Take the advantage of the power of Python to handle data extraction and manipulation', 'Delve into the world of analytics to predict accurate situations', 'Implement machine learning classification and regression algorithms from scratch with Python']",Intermediate Level,https://img-a.udemycdn.com/course/480x270/1554142_b158_2.jpg,['Packt Publishing'],2018-02-20,2018-02-22
1306624,https://udemy.com/course/qa-in-machine-learning-and-neural-networks-for-beginners/,Q&A in Machine Learning and Neural Networks for beginners,Find answers to common machine learning questions which arise when you start to learn,"['You know the basic concepts in machine learning', 'You know who to deal with certain datatypes', 'You know how to apply what we discussed by implementing a neural network in code']",Beginner Level,https://img-a.udemycdn.com/course/480x270/1306624_7675_3.jpg,['Dan We'],2017-07-28,2019-11-23
1214586,https://udemy.com/course/machine-learning-and-neural-networks-mini-case-studies/,machine learning and neural networks mini case studies,The red or the blue pill Neo?,"['You will be able to decide which machine learning algorythm to use to solve you specific question for your dataset', 'You will be able to implement a time series prediction machine learning approach', 'You might open up new career opportunities for you which are not only highly rewarding but also offer more job satisfaction']",Intermediate Level,https://img-a.udemycdn.com/course/480x270/1214586_c5b2_3.jpg,['Dan We'],2017-05-14,2019-11-23
1447728,https://udemy.com/course/data-science-with-python-for-students-beginners/,Data Science with Python for Students & Beginners,"A crisp start in Data Science & Analysis using Numpy, Scipy, Sympy, Matplotlib, Pandas with live examples !","['Store & manipulate Data', 'Learn different tools like Matplotlib, Sympy, Numpy, Scipy & Pandas']",Intermediate Level,https://img-a.udemycdn.com/course/480x270/1447728_3974_4.jpg,['Robolabz STEM School'],2017-11-29,2020-06-11
2929392,https://udemy.com/course/mysql-tutorial-for-beginners-learn-mysql/,MySQL Tutorial for Beginners | Learn MySQL,Master The Basics Of MySQL | Learn MySQL Step by Step | Learn MySQL Fundamentals,"['Create MySQL Queries that are efficient and clear', 'Master SQL', 'To Learn to use MySQL']",Beginner Level,https://img-a.udemycdn.com/course/480x270/2929392_dbb8.jpg,['Programming Knowledge'],2020-04-09,2020-05-05
2321332,https://udemy.com/course/learn-to-gain-writing-skills-using-artificial-intelligence/,Learn To Gain Writing Skills Using Artificial Intelligence,Towards Compiling a WOW Content likewise,['Explore writing skills using the power of AI'],All Levels,https://img-a.udemycdn.com/course/480x270/2321332_dc16.jpg,['Dr. Dheeraj Mehrotra'],2019-04-15,2020-01-14
2948428,https://udemy.com/course/data-science-case-studies-in-tableau/,Hands-on Tableau-10: Data Science Case Studies In Tableau,"Learn Tableau-10 practical for Data Science. Real-Life Data Visualization, Data analysis,analytics Exercises Projects.","['Data Visualization, Data analysis', 'Connect Tableau to various Datasets: Excel and CSV files', 'Create various plots']",All Levels,https://img-a.udemycdn.com/course/480x270/2948428_f8ef_2.jpg,['TheMachineLearning.Org .'],2020-04-06,2020-04-11
2587364,https://udemy.com/course/hands-on-machine-learning-using-python/,Machine Learning using Python : Learn Hands-On,"Naive Bayes Classifier, Decision tree,  PCA, kNN classifier, linear regression, logistic regression,SVM classifier","['Linear Regression,\xa0SVR, Decision Tree Regression,\xa0Random Forest Regression', 'Machine Learning, Deep Learning, AI and Data Science Basic Concepts', 'Python package “Numpy” for numerical computation, Python package “Matplotlib” for visualization and plotting, Python package “pandas” for data analysis']",All Levels,https://img-a.udemycdn.com/course/480x270/2587364_9927_2.jpg,['Hands-On System'],2019-10-10,2020-03-03
825576,https://udemy.com/course/machine-learning-data-analysis/,Machine Learning: Data Analysis 2017,Machine Learning is  the most up to date technique in data analysis. Learn this course and enjoy the top-paying jobs.,"['Deal with large data sets.', 'Work with large scale learning algorithms', 'Solve regression and problems']",All Levels,https://img-a.udemycdn.com/course/480x270/825576_d2ba.jpg,"['EDULearning Academy, Inc']",2016-04-20,
2791822,https://udemy.com/course/aws-certified-data-analytics-specialty/,NEW AWS Certified Data Analytics Specialty DAS C01 Course,Want to pass the NEW AWS Certified Data Analytics Specialty DAS C01 Course Machine Learning and AI. Take this course!,"['Big Data collection, storage, processing, and management', 'Obtain in-depth knowledge of Data Analytics and AWS architectures and pass the exam', 'Big Data analysis and visualization']",All Levels,https://img-a.udemycdn.com/course/480x270/2791822_0f34.jpg,"['Syed Raza', 'Qasim Shah', 'Myra Gul', 'Syed Ali', 'ClayDesk E-learning']",2020-03-05,2020-03-28
1325376,https://udemy.com/course/neural-networks-for-swift-developers/,Neural Networks for Swift Developers,The iOS Programmers guide to Neural Networks,"['Build  4 Neural Networks in Swift', 'BNNS (Basic Neural Network Subroutines)', 'Apple Accelerate Framework']",Intermediate Level,https://img-a.udemycdn.com/course/480x270/1325376_0cdd_2.jpg,['Brian Rouse'],2017-09-06,2017-09-03
1897868,https://udemy.com/course/real-world-machine-learning-projects-with-scikit-learn/,Real-World Machine Learning Projects with Scikit-Learn,"Predict heart disease, customer-buying behaviors, and much more in this course filled with real-world projects","[""Work with Scikit-Learn's Machine Learning tools to build efficient real-world projects using Scikit-Learn"", 'Predict demand for your products (to help your business adapt) by using Regression Trees', 'Use Support Vector Machines to learn how to train your model to predict the chances of heart disease']",Intermediate Level,https://img-a.udemycdn.com/course/480x270/1897868_e55a_3.jpg,['Packt Publishing'],2018-09-12,2018-09-06
1879322,https://udemy.com/course/learn-machine-learning-in-a-simple-way-with-math/,Learn Machine Learning Maths Behind,Learn and Implement Your Own Custom Machine Learning Algorithm on Top of SAP®'s HANA® In Memory System,"['You will Learn Machine Learning Concept which are used in Enterprise World', 'Learn Theory and Practical of Implementing Custom ML Algorithm']",Intermediate Level,https://img-a.udemycdn.com/course/480x270/1879322_aa5f.jpg,['CS PRO'],2018-08-28,2018-08-27
2544385,https://udemy.com/course/machine-learning-basics/,Machine Learning Basics,What we all need to know about Machine Learning (ML),['Understand what machine learning really is. Learn why it has become such a big deal - the background and context. See how machine learning can be implemented - the ways and means by which computers can be trained to perform vast and complex tasks without programming.'],Beginner Level,https://img-a.udemycdn.com/course/480x270/2544385_67ad.jpg,['Nitin Mathur'],2019-09-06,2019-09-05
2561736,https://udemy.com/course/complete-ai-course-with-real-world-business-applications/,Complete AI Course with Real-world Business Applications,"Learn Machine Learning, Natural Language Processing, Big Data, Computer Vision & Deep Learning using python","['Kickstart Artificial Intelligence journey with Python', 'Data Pre-processing like Missing Value Analysis, Outlier Analysis, Dimensionality Reduction, etc.', 'Build Machine Learning models using different algorithms like Linear Regression, Logistic Regression, Decision Trees, RandomForest, etc.']",All Levels,https://img-a.udemycdn.com/course/480x270/2561736_6d7f_2.jpg,['Spotflock Education'],2019-09-17,2019-09-25
2335284,https://udemy.com/course/advanced-forecasting-models-with-excel/,Advanced Forecasting Models with Excel,Learn main advanced forecasting models concepts from proficient to expert level through a practical course with Excel.,"['Identify Box-Jenkins autoregressive integrated moving average model integration order through level and differentiated time series first order trend stationary deterministic test and Phillips-Perron unit root test.', 'Recognize autoregressive integrated moving average model autoregressive and moving average orders through autocorrelation and partial autocorrelation functions.', 'Estimate autoregressive integrated moving average models such as random walk with drift and differentiated first order autoregressive.']",Expert Level,https://img-a.udemycdn.com/course/480x270/2335284_a118.jpg,['Diego Fernandez'],2019-04-26,2019-04-25
2836782,https://udemy.com/course/emotion-and-sentiment-analysis/,Emotion & Sentiment Analysis with/without NLTK using Python,"Analyze Emotions ( happy, jealousy, etc ) using NLP Python & Text Mining. Includes twitter sentiment analysis with NLTK","['Find out Emotions in a text ( happiness, sadness, jealousy etc. )', 'Positive and Negative - Sentiment Analysis', 'Scrap Tweets from Twitter and find out the emotion and sentiment of those tweets']",All Levels,https://img-a.udemycdn.com/course/480x270/2836782_e56f.jpg,['Attreya Bhatt'],2020-03-26,2020-03-24
1565234,https://udemy.com/course/hadoop-datascience-nlp-all-in-one-course/,Hadoop & Data Science NLP (All in One Course).,"Learn to develop real world applications using Hadoop (NIFI, Solr, Banana Dashboard, Hive, Zappelin) & Data Science NLP.","['You will be able to develop a real world an end to end application which will encompass both Hadoop as well as Natural Language Processing (Data Science).', 'Setup a Hadoop Cluster on your laptop free of cost and then connect to different hadoop services.', 'Develop distributed applications based on Hadoop Framework, Different Hadoop pillars, HDFS Architecture, MapReduce and different types of Data in Hadoop.']",All Levels,https://img-a.udemycdn.com/course/480x270/1565234_0840_2.jpg,['Nitin Kaushik'],2018-03-06,2018-04-02
1180682,https://udemy.com/course/neural-networks-for-beginners-from-scatch/,neural networks for beginners from scatch,a beginners guide to master neural networks programming in python,['You will be able to create your own neural networks and understand the structure behind them. Specifically: How do Neural Networks learn and look like?'],Beginner Level,https://img-a.udemycdn.com/course/480x270/1180682_67d4_3.jpg,['Dan We'],2017-04-17,2019-08-15
1487516,https://udemy.com/course/artificial-intelligence-4-svm-logistic-classifier-methods/,Artificial Intelligence #4:SVM & Logistic Classifier methods,Classification methods for students & professionals. Learn Support Vector Machine & Bayes Classification &code in python,"['Classify datasets by using Support Vector Machine method', 'Understand main concept behind Support Vector Machine method.', 'Use different Kernel function for Support Vector Machine method']",All Levels,https://img-a.udemycdn.com/course/480x270/1487516_fa9e_3.jpg,['Sobhan N.'],2018-01-03,2017-12-30
1588782,https://udemy.com/course/mobilemachinelearning/,"Hands-On Machine Learning: Learn TensorFlow, Python, & Java!",Jump into a field with more demand than supply. Apps driven by machine learning are the future of mobile app development,"['Learn to code in Python and Java', 'Learn to use PyCharm and Android Studio', 'Learn to use TensorFlow to build, train, and test machine learning models']",Beginner Level,https://img-a.udemycdn.com/course/480x270/1588782_bc07.jpg,"['Mammoth Interactive', 'John Bura']",2018-03-09,2019-01-21
1487514,https://udemy.com/course/artificial-intelligence-3-knn-bayes-classification-method/,Artificial Intelligence #3:kNN & Bayes Classification method,Classification methods for students and professionals. Learn k-Nearest Neighbors & Bayes Classification &code in python,"['Use k Nearest Neighbor classification method to classify datasets.', 'Learn main concept behind the k Nearest Neighbor classification method .', 'Write your own code to make k Nearest Neighbor classification method by yourself.']",All Levels,https://img-a.udemycdn.com/course/480x270/1487514_f23c_3.jpg,['Sobhan N.'],2018-01-03,2017-12-30
1470554,https://udemy.com/course/advanced-predictive-techniques-with-scikit-learn-tensorflow/,Advanced Predictive Techniques with Scikit-Learn& TensorFlow,"Improve the performance predictive models, build more complex models and use techniques to improve quality of your predi","['Use ensemble algorithms to combine many individual predictors to produce better predictions.', 'Apply advanced techniques such as dimensionality reduction to combine features and build better models.', 'Evaluate models and choose the optimal hyper-parameters using cross-validation.']",Intermediate Level,https://img-a.udemycdn.com/course/480x270/1470554_08e3_2.jpg,['Packt Publishing'],2018-01-07,2017-12-20
923744,https://udemy.com/course/artificial-intelligence/,If You Can Cook You Can Code Vol 5: Artificial Intelligence,Get a complete tour of the AI landscape in late 2016 in plain English that you can understand even if you don't code.,"['Start getting ideas for incorporating AI in their job or business', 'Understand what AI is, and all the subcomponents', 'Deconstruct everyday problems into AI problems using AI terminology']",All Levels,https://img-a.udemycdn.com/course/480x270/923744_5e59.jpg,['Timothy Kenny'],2016-11-13,
1763714,https://udemy.com/course/power-your-business-with-ai-idea-generation/,Power Your Business with Artificial Intelligence,Idea Generation,"['Describe all the key AI technologies and how they are currently being applied in business.', 'Identify new business opportunities for Artificial Intelligence in your own area of experteese.', 'Systematically assess your ideas for new AI applications.']",Beginner Level,https://img-a.udemycdn.com/course/480x270/1763714_47fa.jpg,['Ken McGuire'],2018-09-26,2018-09-26
1861680,https://udemy.com/course/mastering-unsupervised-learning-with-python/,Mastering Unsupervised Learning with Python,"Master advanced clustering, topic modeling, manifold learning, and autoencoders using Python","['Master the Unsupervised Learning landscape and apply Deep Learning', 'Use alternatives to K-Means and Gaussian Mixture Models for your data analysis', 'Compare and evaluate the results of different data analyses to determine the quality of clusters, time, and memory usage']",Expert Level,https://img-a.udemycdn.com/course/480x270/1861680_8bad_2.jpg,['Packt Publishing'],2018-08-29,2018-08-20
2466214,https://udemy.com/course/deep-learning-with-the-tensorflow-and-python-masterclass/,Deep Learning with The Tensorflow and Python Masterclass,Build & improve apps driven by machine learning with data & models! Use Google's deep learning framework w/ Java & AI,"['Learn how to code in Python, a popular coding language used for websites like YouTube and Instagram.', 'Master the basics: become an expert in Python and Java while learning core machine learning concepts', 'Learn TensorFlow and how to build models of linear regression']",All Levels,https://img-a.udemycdn.com/course/480x270/2466214_d78f.jpg,"['John Bura', 'Mammoth Interactive']",2019-08-09,2019-07-21
2162156,https://udemy.com/course/data-science-in-cybersecurity-case-studies/,Cybersecurity with Data Science: Implementation,Case Studies of Cybersecurity with Machine Learning using Python,"['Hands-on of Machine Learning in Cybersecurity', 'Supervised and unsupervised machine learning models for cybersecurity']",Intermediate Level,https://img-a.udemycdn.com/course/480x270/2162156_3c50_3.jpg,['Amine Mehablia'],2019-03-19,2019-03-20
2298912,https://udemy.com/course/introduction-to-tensorflow-2/,Introduction to tensorflow 2,How to start deep learning with tensorflow 2 - machine learning in the cloud with google colab,"['Getting familiar with tensorflow 2.0', 'Learn model structures (sequential and functional api) implemented via keras', 'Create your own model class in tensorflow 2.0 with OOP']",Beginner Level,https://img-a.udemycdn.com/course/480x270/2298912_2206_4.jpg,['Dan We'],2019-04-02,2020-04-04
1443106,https://udemy.com/course/machine-learning-for-beginners-azure/,Machine Learning for beginners,Azure Machine Learning,"['Apply Machine Learning  to Web sites, Mobile Apps']",Beginner Level,https://img-a.udemycdn.com/course/480x270/1443106_0277_6.jpg,['Uditha Sampath Bandara'],2018-01-25,2018-01-21
2440788,https://udemy.com/course/introduction-to-data-science-python/,Introduction to Data Science Python,Become a Data Scientist in 8 weeks,"['Python for Data Science', 'Pandas', 'Matplotlib']",Beginner Level,https://img-a.udemycdn.com/course/480x270/2440788_c6bb_2.jpg,['Data Scientist Academy'],2019-07-13,2019-07-06
1938304,https://udemy.com/course/sprint-the-data-science-interview/,Sprint the Data Science Interview,Kick Start your Data Science Interview Preparation,"['Most frequently asked questions in data science interviews', 'Quickly learn the basics required to understand and work on data science projects', 'Bottom up approach to start data science learning']",Intermediate Level,https://img-a.udemycdn.com/course/480x270/1938304_a32b_3.jpg,['Muni Kumar Gopu V R'],2018-11-20,2018-12-25
1764004,https://udemy.com/course/artificial-intelligence-5-mlp-networks-with-scikit-keras/,Artificial Intelligence #5: MLP Networks with Scikit & Keras,Learn how to create Multilayer Perceptron Neural Network by using Scikit learn and Keras Libraries and Python,"['Learn how Neural Networks work.', 'Learn how Gradient Descent trained a neural network.', 'Program Multilayer Perceptron Network from scratch in python.']",All Levels,https://img-a.udemycdn.com/course/480x270/1764004_f2a1_8.jpg,['Sobhan N.'],2018-06-25,2019-10-24
1935572,https://udemy.com/course/statistical-modeling-for-data-science/,Statistical Modeling for Data science,Become a master of  Core Stats For A Data Science Career. Master Statistical modeling and Many More,"['Understand what a Normal Distribution is', 'difference between continuous and discrete variables', 'Apply Hypothesis Testing for Means']",All Levels,https://img-a.udemycdn.com/course/480x270/1935572_ffbd_2.jpg,['TechNet Consultancy'],2018-10-22,2020-01-24
3152478,https://udemy.com/course/actor-critic-methods-from-paper-to-code-with-pytorch/,Modern Reinforcement Learning: Actor-Critic Methods,How to Implement Cutting Edge Artificial Intelligence Research Papers in the Open AI Gym Using the PyTorch Framework,"['How to code policy gradient methods in PyTorch', 'How to code Deep Deterministic Policy Gradients (DDPG) in PyTorch', 'How to code Twin Delayed Deep Deterministic Policy Gradients (TD3) in PyTorch']",Expert Level,https://img-a.udemycdn.com/course/480x270/3152478_a8c5.jpg,['Phil Tabor'],2020-05-26,2020-06-22
1961786,https://udemy.com/course/demystifying-word-embeddings-with-fasttext-and-ml/,Demystifying Word Embeddings with fastText and ML,Demystifying Word Embeddings with fastText and machine learning,['Use fasttext word embeddings for similarity measure and word analogies'],Beginner Level,https://img-a.udemycdn.com/course/480x270/1961786_1782_4.jpg,['Evergreen Technologies'],2018-10-22,2019-12-22
2756120,https://udemy.com/course/data-science-supervised-machine-learning-bootcamp-in-python/,Machine Learning Bootcamp™: Hand-On Python in Data Science,"Learn Complete hands-on guide to implementing Supervised Machine Learning Algorithm in Python including ANN, CNN & RNN","['Basics of Python (Introduction to Spyder & Jupyter Notebook)', 'Numpy (•Introduction to the Library •Nd-array Object •Data Types •Array Attributes •Indexing and Slicing •Array Manipulation)', 'Pandas (•Introduction to the Library •Series Data Structures •Pandas Data Frame •Pandas Basic Functionality •\tCrash Course – Data Visualization •\tCrash Course – ScikitLearn)']",All Levels,https://img-a.udemycdn.com/course/480x270/2756120_f485_2.jpg,['Apex Education'],2020-04-21,2020-04-21
1233458,https://udemy.com/course/the-complete-guide-to-tensorflow-1x/,The Complete Guide to TensorFlow 1.x,Become an expert in machine learning and deep learning with the new TensorFlow 1.x,"['Learn about machine learning landscapes along with the historical development and progress of deep learning', 'Load, interact, process, and save complex datasets', 'Solve classification and regression problems using state-of-the-art techniques']",Intermediate Level,https://img-a.udemycdn.com/course/480x270/1233458_e9e2_3.jpg,['Packt Publishing'],2017-06-06,2017-08-22
1088248,https://udemy.com/course/python-step-into-the-world-of-machine-learning/,Python: Step into the World of Machine Learning,Apply your existing Python skills to the highly lucrative fields of machine learning and deep learning.,"['Explore and use Python’s impressive machine learning ecosystem', 'Understand the different types of machine learning ', 'Learn predictive modeling and apply it to real-world problems']",Intermediate Level,https://img-a.udemycdn.com/course/480x270/1088248_e090_2.jpg,['Packt Publishing'],2017-02-09,2017-02-09
2342502,https://udemy.com/course/practical-machine-learning-with-python/,Practical Machine Learning with Python,"Python, Numpy, Pandas, Matplotlib, Seaborn,  Statistics And Machine Learning (both Supervised and Unsupervised Learning)","['Python, Statistics, Data Visualization And Machine Learning']",All Levels,https://img-a.udemycdn.com/course/480x270/2342502_3060_3.jpg,['Arunachala Damodar'],2019-06-02,2019-06-29
1435770,https://udemy.com/course/artificial-intelligence-2-polynomial-logistic-regression/,Artificial Intelligence #2: Polynomial & Logistic Regression,Regression techniques for students and professionals. Learn Polynomial & Logistic Regression and code them in python,"['Program Polynomial Regression from scratch in python.', 'Program Logistic Regression from scratch in python.', 'Predict output of model easily and precisely.']",All Levels,https://img-a.udemycdn.com/course/480x270/1435770_f99d_3.jpg,['Sobhan N.'],2017-11-17,2017-12-30
1222242,https://udemy.com/course/machine-learning-with-python/,Machine Learning with Python,All about Machine learning,"['Speak fluently about machine learning', 'Have an understanding of what is involved with using machine learning in Python', 'Understand what machine learning is and can do']",All Levels,https://img-a.udemycdn.com/course/480x270/1222242_05e9_3.jpg,['Stone River eLearning'],2017-05-23,2017-05-23
2019678,https://udemy.com/course/machine-learning-with-tensorflow-practical-guide/,Machine Learning With TensorFlow: The Practical Guide,A comprehensive source to help you learn Machine learning with TensorFlow,"['Learn core concepts of Tensorflow', 'Learn to implement machine learning algorithms in Tensorflow', 'Start building your own apps and solutions in Tensorflow']",All Levels,https://img-a.udemycdn.com/course/480x270/2019678_b6ad.jpg,"['Eduonix Learning Solutions', 'Eduonix-Tech .']",2018-11-19,2019-01-09
2158830,https://udemy.com/course/object-recognition-with-deep-learning-using-opencv-and-csharp/,Object  Recognition with Deep Learning using OpenCV and C#,"Building Object Detection and Classification Applications using Computer Vision, Deep Learning, OpenCV and C#","['Object Classification and Detection from images using Deep Learning, Computer Vision and C# Programming Language']",All Levels,https://img-a.udemycdn.com/course/480x270/2158830_a6bb_3.jpg,['F. Frank Ozz'],2019-01-22,2020-06-22
2916116,https://udemy.com/course/learn-dbt-from-scratch/,Learn DBT from Scratch,Complete guide to Learning DBT including connecting it to a Data Warehouse,"['Connect DBT to Snowflake or another database', 'Create SQL transformations that use consistent logic', 'Test SQL transformations and underlying data']",Intermediate Level,https://img-a.udemycdn.com/course/480x270/2916116_274f_3.jpg,['Jeremy Holtzman'],2020-04-30,2020-05-13
